payment_id,payment_type,fare_amount,promo_code
4843,cash,373,
4844,cash,329,
4845,card,347,TannQ-68629
4846,cash,161,
4847,card,485,hdTbl-95681
4848,mix,156,
4849,mix,59,
4850,mix,371,
4851,mix,428,avNca-39335
4852,mix,459,hQVLx-46944
4853,card,309,
4854,cash,67,OKKms-43979
4855,mix,94,
4856,cash,226,
4857,mix,405,
4858,cash,182,KaDLA-13841
4859,card,38,
4860,card,394,
4861,card,481,lvKTC-57037
4862,gift,408,ZwKfx-47089
4863,card,369,
4864,mix,49,quOsJ-61455
4865,cash,371,
4866,mix,382,
4867,gift,395,
4868,card,417,
4869,cash,392,AxWgj-26718
4870,gift,42,unwjq-23451
4871,cash,369,
4872,mix,304,IXEIX-50093
4873,cash,241,
4874,mix,401,
4875,cash,46,CJYkd-75816
4876,card,88,
4877,gift,63,
4878,cash,271,YTOyC-90554
4879,card,131,jwtls-74841
4880,card,470,
4881,gift,482,UbdxT-23167
4882,cash,381,JAZFZ-68591
4883,gift,239,
4884,mix,198,zKdRU-48663
4885,mix,245,opZZF-78267
4886,mix,374,
4887,cash,309,llNGz-88665
4888,mix,254,
4889,card,125,DkXVr-05575
4890,gift,416,nijxd-53491
4891,cash,71,
4892,gift,417,xfyYf-33993
4893,card,251,
4894,gift,320,EqZUk-17266
4895,card,288,cWAzl-58791
4896,gift,191,
4897,mix,466,
4898,cash,161,
4899,gift,288,KRAoL-83564
4900,cash,111,
4901,cash,473,
4902,mix,187,
4903,gift,101,
4904,gift,141,
4905,card,70,ugYmD-98207
4906,card,95,
4907,gift,216,
4908,gift,176,HMnmf-48815
4909,mix,79,
4910,cash,195,Wcmtt-47306
4911,gift,493,Wzwzj-97006
4912,gift,204,
4913,gift,101,
4914,cash,126,MPDQp-90595
4915,gift,433,
4916,card,424,kAczP-34747
4917,gift,365,
4918,mix,103,
4919,card,366,
4920,cash,79,bVgxR-28980
4921,card,341,xHVaE-93521
4922,gift,374,
4923,cash,188,PFbDu-61566
4924,card,70,
4925,mix,109,
4926,cash,360,uVxyS-83272
4927,gift,95,toeaa-92162
4928,card,463,
4929,cash,272,UZNCc-96309
4930,cash,318,rBpkt-53786
4931,gift,399,
4932,mix,208,
4933,mix,43,
4934,cash,289,MduLn-34703
4935,mix,258,
4936,gift,13,ZvCgR-70610
4937,cash,380,
4938,gift,410,
4939,cash,413,QEHHs-61985
4940,mix,177,qfLpy-86587
4941,mix,296,UOrPY-74165
4942,gift,88,
4943,cash,491,
4944,card,416,NXjYa-64068
4945,gift,392,
4946,gift,343,
4947,mix,353,ccDrh-06515
4948,cash,25,
4949,mix,14,
4950,cash,39,
4951,cash,232,
4952,cash,176,dEltS-43746
4953,card,430,pUWMi-99621
4954,mix,200,ttNPy-77704
4955,cash,23,
4956,card,213,OeMQO-51723
4957,cash,323,
4958,cash,230,xbAly-02923
4959,card,104,JcGaC-50438
4960,card,233,MWxtw-52255
4961,cash,403,EdBzf-88075
4962,gift,389,
4963,gift,252,
4964,card,367,
4965,mix,497,VmYVk-33698
4966,card,182,RKNAX-10397
4967,card,245,hTqXO-03529
4968,cash,446,WTNkw-12317
4969,gift,111,jWacv-55987
4970,gift,359,
4971,card,132,cgBCB-69164
4972,card,29,NdAXs-52641
4973,gift,251,iBnos-58562
4974,mix,389,pPHlP-70231
4975,card,159,ysiWa-24364
4976,gift,219,dcJpq-71964
4977,cash,492,zbqpt-56237
4978,mix,129,cjWuk-70028
4979,mix,15,
4980,card,280,
4981,card,6,degtV-92878
4982,mix,189,ODiRI-74379
4983,cash,277,
4984,cash,72,
4985,gift,126,
4986,gift,291,wMIuQ-67495
4987,card,118,WjZmq-14308
4988,gift,289,AbKzK-62867
4989,mix,107,IScQJ-51273
4990,gift,240,
4991,card,41,YfTbj-44455
4992,cash,103,
4993,cash,359,UjClX-65129
4994,card,365,
4995,mix,375,IJtAt-95520
4996,cash,238,Xfqgc-01842
4997,gift,196,
4998,mix,381,
4999,mix,145,
5000,card,32,nlOkJ-90927
5001,card,488,dEklF-87628
5002,card,498,RYwGJ-56254
5003,cash,16,qzOWt-42965
5004,cash,98,
5005,mix,235,
5006,cash,479,JpdKQ-52803
5007,mix,394,
5008,mix,231,
5009,card,102,
5010,cash,96,
5011,gift,339,znYKC-52659
5012,mix,330,
5013,cash,425,JpbHy-09910
5014,mix,50,tVoZs-02439
5015,card,194,
5016,card,149,UDQkV-94414
5017,cash,54,dnfVf-68351
5018,cash,461,qBAXl-52556
5019,cash,58,
5020,cash,455,MAlUo-94895
5021,card,447,OBagE-21573
5022,cash,248,
5023,gift,227,AAyFH-00433
5024,card,379,
5025,mix,157,TxAaI-35300
5026,card,142,
5027,card,189,Prdgl-12807
5028,cash,494,
5029,cash,204,EhopM-55208
5030,mix,393,OBBzm-53337
5031,card,243,
5032,cash,490,
5033,gift,226,
5034,gift,478,
5035,cash,31,CznKL-92343
5036,card,358,YPyuj-20194
5037,mix,77,BZXpx-82576
5038,mix,281,
5039,gift,386,
5040,card,366,PIksp-26005
5041,cash,237,bZlzZ-37919
5042,mix,154,
5043,card,216,
5044,mix,414,wfyxQ-71741
5045,card,61,
5046,gift,143,
5047,mix,428,
5048,card,291,JYEkO-87781
5049,card,191,
5050,card,403,hKrJL-29176
5051,card,93,
5052,cash,375,
5053,mix,460,OQpYp-33902
5054,mix,54,dQgpi-45986
5055,cash,130,uRYTx-80379
5056,mix,450,mcWCN-03211
5057,card,301,ZeerB-06015
5058,cash,55,qxpJa-27214
5059,gift,112,
5060,cash,389,pmlUe-05042
5061,mix,468,CGZac-83104
5062,gift,116,TOaSZ-11146
5063,mix,248,
5064,mix,109,
5065,mix,59,
5066,mix,207,AOlfq-33137
5067,cash,175,ljWBs-53195
5068,card,354,zQiQJ-85235
5069,card,293,ZMRVu-62938
5070,mix,415,
5071,card,156,
5072,mix,424,
5073,mix,46,
5074,gift,54,CATlT-05317
5075,card,497,
5076,mix,256,
5077,mix,59,
5078,mix,40,ThcdO-34665
5079,gift,267,
5080,mix,295,OTIPH-02955
5081,gift,114,MXWiL-27051
5082,cash,173,uKRgL-00339
5083,mix,429,
5084,gift,410,
5085,mix,42,
5086,card,11,XMxco-81204
5087,card,386,sysJH-91973
5088,mix,121,
5089,cash,290,GazAn-44272
5090,cash,205,QFJSh-69082
5091,gift,180,
5092,mix,17,
5093,gift,272,
5094,card,195,
5095,cash,175,
5096,card,409,
5097,gift,157,
5098,cash,489,eIuNH-60993
5099,card,16,
5100,card,5,kVKKW-25958
5101,gift,98,PptJL-14418
5102,gift,334,
5103,cash,64,eCmKB-08600
5104,gift,188,yZyWf-65264
5105,gift,429,KSzyY-37260
5106,cash,449,mYEsV-48762
5107,cash,466,CFHCG-20796
5108,gift,272,
5109,mix,398,GnZLb-71217
5110,cash,210,
5111,card,87,
5112,cash,34,jUvOZ-76890
5113,gift,281,fTwCV-59150
5114,mix,386,
5115,cash,367,Hqpvm-68712
5116,mix,484,
5117,gift,333,QgZgK-73798
5118,mix,192,
5119,card,326,OwztP-73102
5120,card,7,
5121,card,471,vixgk-84762
5122,gift,346,
5123,gift,77,qGaHi-06837
5124,mix,297,
5125,mix,40,aXgHT-61670
5126,mix,356,VzaPk-00696
5127,gift,283,
5128,cash,88,vzYuR-10046
5129,cash,421,
5130,mix,363,
5131,card,495,
5132,cash,225,
5133,cash,251,Xwzid-76864
5134,gift,363,wxJiB-78048
5135,mix,308,
5136,mix,108,
5137,cash,27,
5138,cash,76,
5139,cash,457,
5140,mix,62,
5141,mix,357,KsXbt-57512
5142,card,224,
5143,mix,115,GbJKJ-98463
5144,cash,341,
5145,cash,258,WALMM-81065
5146,mix,291,OoVuI-80382
5147,card,249,MWHcN-30746
5148,mix,464,JAgtL-74552
5149,card,440,
5150,gift,198,
5151,mix,405,gtKPZ-88873
5152,gift,471,AZgAV-76426
5153,card,300,
5154,mix,415,tzMYA-52013
5155,mix,86,
5156,card,137,IMBBx-91037
5157,card,29,
5158,cash,181,
5159,cash,344,
5160,card,137,
5161,cash,54,
5162,card,218,Ghids-33038
5163,card,303,yldub-43727
5164,card,473,
5165,mix,51,EyPxs-57012
5166,mix,68,
5167,gift,105,bKkpu-67497
5168,cash,446,GJQso-75026
5169,gift,274,
5170,card,498,Ipuvt-05351
5171,gift,160,nZcKm-09525
5172,mix,261,vXVoX-41005
5173,cash,319,
5174,gift,256,
5175,cash,126,FkGjQ-22871
5176,card,414,
5177,card,105,AkZWN-05301
5178,gift,425,
5179,mix,310,pGRhI-70534
5180,mix,354,
5181,cash,276,XCzGv-30656
5182,cash,378,SCJMW-71301
5183,gift,431,ywrPw-32675
5184,mix,258,
5185,gift,32,EoBct-61249
5186,gift,132,
5187,cash,20,ODguQ-67617
5188,cash,28,
5189,mix,241,OhRkO-67051
5190,cash,101,jmHfm-52673
5191,gift,448,
5192,mix,269,czleT-54151
5193,mix,268,VsusO-39311
5194,mix,433,
5195,cash,136,tgjEb-31343
5196,cash,331,
5197,gift,310,
5198,gift,5,WUObP-89517
5199,cash,195,CTBYV-84011
5200,gift,183,PeTBo-52512
5201,cash,467,
5202,mix,363,
5203,gift,427,
5204,gift,160,
5205,mix,91,
5206,card,67,XokPJ-83146
5207,mix,415,
5208,cash,447,
5209,card,293,
5210,cash,15,
5211,mix,334,tdXdo-25964
5212,cash,288,aEosm-60528
5213,mix,136,WvySF-39504
5214,card,437,
5215,cash,91,
5216,gift,356,
5217,card,366,FvlSJ-63623
5218,gift,356,
5219,mix,386,YaDav-60648
5220,mix,60,Epbbu-25414
5221,card,227,QvgvU-64949
5222,cash,292,
5223,mix,294,suTZH-24648
5224,gift,130,
5225,card,308,zkCyY-38736
5226,cash,345,PiSsQ-07355
5227,gift,235,
5228,gift,348,
5229,card,142,
5230,card,464,
5231,card,124,RNpgr-70946
5232,gift,411,
5233,cash,106,leVNf-09556
5234,card,486,nNgfy-65747
5235,mix,117,Nhjum-11315
5236,cash,243,WuOkq-78199
5237,gift,490,
5238,card,21,
5239,mix,316,
5240,mix,344,
5241,card,229,fEmHj-92769
5242,card,65,
5243,cash,367,
5244,card,372,
5245,card,443,IlXey-46803
5246,cash,60,
5247,card,236,KTzNI-59183
5248,mix,281,
5249,gift,168,
5250,gift,375,
5251,mix,47,arJfv-60682
5252,cash,348,QZgdk-58215
5253,mix,328,dIcLO-93529
5254,card,207,YdbbV-64088
5255,card,65,
5256,mix,169,IlWYl-10997
5257,cash,389,aZOAu-70674
5258,gift,289,
5259,gift,419,
5260,gift,43,VcHLa-89307
5261,gift,71,nhxPV-15339
5262,cash,135,SYZGW-25290
5263,gift,451,
5264,cash,364,XAtny-38508
5265,mix,174,
5266,gift,226,sugKE-39432
5267,card,306,
5268,mix,120,
5269,gift,42,
5270,cash,496,FTVwU-88986
5271,mix,223,
5272,cash,176,JDHqB-48484
5273,mix,224,
5274,mix,362,tItNA-96434
5275,gift,430,
5276,card,336,rSZhN-24831
5277,cash,150,
5278,cash,190,KroSD-48915
5279,card,131,
5280,gift,32,
5281,card,448,sZMWf-62045
5282,cash,27,
5283,gift,183,
5284,mix,287,TFKmW-72453
5285,mix,405,
5286,cash,92,qFylg-49897
5287,mix,385,
5288,gift,46,
5289,mix,68,
5290,cash,486,tDjcA-16217
5291,card,58,tAWJX-63771
5292,cash,472,
5293,cash,420,
5294,gift,240,pqvvi-46543
5295,card,204,sVvnH-06268
5296,gift,355,TVqgo-62891
5297,gift,175,sDfzo-72653
5298,card,94,
5299,gift,58,
5300,cash,449,Bptta-99002
5301,mix,452,mFSzn-21009
5302,mix,343,MSdJT-98223
5303,gift,238,OVAMs-94546
5304,card,172,HOeSd-39751
5305,card,185,
5306,gift,425,
5307,card,362,eeVVA-01239
5308,gift,303,IvIsr-64847
5309,mix,120,XJWtX-46192
5310,gift,62,TYGRf-92647
5311,card,10,
5312,cash,498,cxjDE-79089
5313,cash,183,rYpyD-57886
5314,mix,124,GAOoj-79610
5315,card,322,
5316,gift,28,CdIKt-88399
5317,card,229,UIlDZ-60126
5318,card,110,gYYFi-07780
5319,gift,125,
5320,card,436,
5321,mix,226,BlqIi-40713
5322,mix,297,
5323,mix,268,
5324,mix,250,
5325,gift,39,
5326,cash,68,dzQkk-67273
5327,gift,114,
5328,gift,37,
5329,mix,354,
5330,gift,64,DzTGt-06379
5331,gift,150,
5332,gift,107,ziLbI-79655
5333,mix,407,aLqOg-72282
5334,cash,103,tAIdY-34602
5335,card,478,baJtf-52859
5336,gift,415,
5337,gift,83,CQPNU-46156
5338,card,399,
5339,mix,306,GRfyd-50892
5340,gift,431,VwkQa-00689
5341,card,5,
5342,cash,475,GEuRV-47118
5343,mix,76,
5344,gift,141,SxaUq-51724
5345,gift,27,
5346,gift,491,qxBWj-26882
5347,mix,147,
5348,cash,242,jSgpU-42195
5349,mix,166,
5350,card,242,jqwuc-44299
5351,mix,213,PnusT-84994
5352,gift,466,
5353,card,329,FBupw-30295
5354,cash,174,dxWtS-59230
5355,gift,448,
5356,card,13,JdzsA-18508
5357,cash,46,
5358,cash,363,
5359,card,284,Rpmqr-39728
5360,mix,441,
5361,cash,128,cLqol-95688
5362,card,463,
5363,gift,419,
5364,gift,389,tZwqh-31146
5365,gift,360,
5366,card,336,ngNUA-10879
5367,card,10,
5368,cash,33,
5369,gift,231,mcgxi-56318
5370,gift,219,zZXMr-83828
5371,card,259,FxeHL-89243
5372,gift,402,
5373,mix,320,MDZqZ-98350
5374,cash,252,orBlD-51845
5375,card,338,
5376,mix,315,
5377,card,487,gBNcR-98921
5378,card,310,RJghS-54370
5379,card,128,JiAbU-86883
5380,card,401,
5381,card,334,
5382,gift,417,eRcQt-59950
5383,card,309,yNYPp-49754
5384,mix,271,
5385,gift,282,NkhbH-50961
5386,gift,131,
5387,gift,77,
5388,mix,63,
5389,card,296,iqnmW-40156
5390,card,416,
5391,cash,194,
5392,gift,500,oauoD-94514
5393,card,472,
5394,gift,476,
5395,card,204,
5396,cash,406,
5397,cash,240,
5398,card,379,
5399,card,74,
5400,cash,248,
5401,gift,322,djtMp-70602
5402,cash,56,
5403,gift,221,MilzS-10051
5404,cash,142,
5405,card,413,
5406,mix,413,
5407,gift,266,
5408,card,232,GWjXV-58253
5409,card,316,FmecA-47968
5410,gift,8,fWORh-07097
5411,card,261,ASWkj-02614
5412,gift,67,OCpks-18958
5413,gift,93,
5414,mix,389,
5415,mix,444,Xswlh-93642
5416,gift,394,
5417,card,211,
5418,mix,17,
5419,card,441,JLmjg-96967
5420,gift,57,
5421,cash,100,
5422,card,252,
5423,cash,86,
5424,gift,174,
5425,card,210,daghf-72769
5426,mix,424,
5427,gift,203,
5428,gift,120,UbTSn-02108
5429,card,330,vBiUp-92586
5430,gift,249,eXjlx-22731
5431,gift,369,
5432,cash,431,tYaaQ-37435
5433,mix,112,
5434,mix,205,xkITR-39234
5435,card,83,
5436,card,496,wDpYj-22460
5437,card,10,
5438,gift,412,
5439,gift,370,
5440,gift,105,RfgLK-64546
5441,cash,180,TjoTW-64886
5442,cash,259,dHpxX-71922
5443,card,331,
5444,mix,482,
5445,cash,282,
5446,mix,481,
5447,card,249,eMNfL-96802
5448,gift,318,
5449,mix,304,ApnXH-93616
5450,card,456,
5451,gift,307,ZEfaC-95716
5452,mix,464,
5453,card,104,
5454,card,426,
5455,cash,191,
5456,mix,287,
5457,mix,76,OIbBN-70763
5458,cash,26,DnTdy-95151
5459,gift,190,Omgjt-72592
5460,gift,415,
5461,card,356,
5462,card,62,lryWT-24588
5463,gift,431,
5464,gift,104,
5465,gift,81,toWiw-52812
5466,gift,338,KXoFD-76390
5467,mix,73,MlQrf-56163
5468,cash,427,
5469,mix,107,tnyIT-79145
5470,card,462,
5471,cash,94,
5472,card,352,
5473,gift,488,
5474,card,90,zOGxH-31717
5475,mix,474,
5476,card,328,bHJoi-63070
5477,gift,132,aXiiV-82926
5478,cash,407,WHdUV-83137
5479,card,463,
5480,gift,321,
5481,card,53,Yigmh-11088
5482,mix,430,
5483,mix,51,
5484,gift,197,jtwXJ-03567
5485,card,425,
5486,gift,120,LFkwu-47352
5487,card,289,
5488,card,336,ZsXaD-24136
5489,card,429,
5490,gift,423,
5491,gift,138,rhDQF-01836
5492,gift,368,CQqKc-01023
5493,cash,102,cnIKu-09159
5494,mix,66,HtjkX-05857
5495,gift,191,
5496,mix,324,
5497,card,291,
5498,card,419,blEeb-20533
5499,mix,169,
5500,cash,156,
5501,gift,258,
5502,card,83,mMqzp-59216
5503,card,496,iGmqU-03233
5504,gift,287,
5505,mix,123,
5506,cash,485,
5507,card,182,
5508,gift,324,
5509,card,121,USBFN-01138
5510,cash,399,
5511,card,132,
5512,card,287,sWxHQ-01784
5513,card,417,
5514,gift,498,
5515,mix,356,
5516,gift,263,
5517,card,432,ejARv-93215
5518,card,163,sMvJH-72886
5519,gift,218,sUcmd-97831
5520,mix,36,zyoQv-09876
5521,gift,450,
5522,gift,239,
5523,card,117,
5524,mix,289,vHDVT-41241
5525,card,331,
5526,cash,249,OBDtt-92086
5527,cash,336,SMHPh-28734
5528,card,451,
5529,card,104,kVSST-89918
5530,cash,471,
5531,gift,260,
5532,gift,287,eKsBV-04358
5533,mix,31,JXIna-46862
5534,mix,73,QRtcq-29399
5535,gift,353,
5536,gift,461,grdcc-07846
5537,mix,172,
5538,gift,104,
5539,cash,216,
5540,mix,482,
5541,mix,419,
5542,mix,303,
5543,mix,53,
5544,gift,169,jhKPI-13541
5545,mix,20,
5546,cash,284,OGpiX-64852
5547,gift,378,QKUzM-92472
5548,gift,58,
5549,mix,72,
5550,card,204,
5551,gift,422,
5552,mix,234,iPYVW-73341
5553,mix,289,
5554,card,175,fZBeD-23760
5555,gift,132,
5556,card,337,
5557,card,286,wFcAC-82220
5558,gift,17,wgwNY-61781
5559,cash,334,
5560,cash,147,
5561,card,75,
5562,gift,472,
5563,cash,479,
5564,mix,311,
5565,mix,232,ZQsQq-85071
5566,mix,310,IyWxi-38033
5567,cash,191,
5568,gift,214,
5569,cash,86,
5570,gift,305,WVtPJ-09510
5571,card,385,Xuunh-17239
5572,mix,191,
5573,cash,468,
5574,card,105,zyzFJ-03146
5575,mix,365,phDyO-50527
5576,card,248,
5577,card,214,
5578,cash,50,baTFH-08588
5579,card,340,
5580,card,412,
5581,card,320,
5582,gift,205,
5583,mix,228,
5584,cash,322,
5585,cash,189,
5586,mix,449,XVrEH-05940
5587,gift,467,
5588,card,103,
5589,card,38,vlwux-51695
5590,cash,498,
5591,mix,314,
5592,card,176,
5593,cash,59,
5594,cash,380,
5595,card,482,
5596,card,307,
5597,card,175,
5598,card,485,fWbTH-42517
5599,gift,228,VAeCM-02795
5600,gift,212,HecSO-79970
5601,gift,366,trXbF-47762
5602,gift,424,RgziG-99547
5603,mix,404,
5604,cash,196,
5605,card,267,
5606,cash,29,
5607,card,420,zvuXJ-32380
5608,card,425,
5609,mix,280,
5610,card,488,
5611,cash,283,PBtYt-00076
5612,card,237,
5613,cash,8,XTNHG-09535
5614,gift,235,uTGsY-20883
5615,gift,173,iIKGZ-82057
5616,card,198,
5617,mix,267,
5618,mix,340,
5619,cash,367,AgcAg-76447
5620,gift,430,
5621,card,444,
5622,gift,400,
5623,cash,277,yhSdw-75815
5624,cash,255,IEYiP-59966
5625,mix,275,
5626,card,500,
5627,gift,114,UNAOU-78581
5628,gift,481,
5629,card,16,
5630,gift,239,kbzQY-42616
5631,card,253,
5632,mix,183,
5633,cash,459,wWLij-67529
5634,mix,395,
5635,mix,60,
5636,card,212,DBouc-97550
5637,cash,309,ANfpv-06626
5638,mix,370,nbqHV-29854
5639,mix,465,msAsJ-65696
5640,card,252,
5641,gift,24,Cbmwz-66103
5642,mix,145,
5643,gift,48,nZkEV-37624
5644,card,117,
5645,mix,125,ceEsP-55660
5646,gift,204,
5647,card,202,xEcNm-13149
5648,card,325,lDyRT-91574
5649,gift,481,osZSy-06026
5650,card,195,
5651,cash,434,
5652,card,8,
5653,cash,402,
5654,gift,487,
5655,cash,31,
5656,card,258,Funyl-90255
5657,gift,380,
5658,gift,5,oYlDo-11436
5659,mix,137,
5660,mix,441,
5661,mix,216,FrBaE-45065
5662,mix,225,qjjXk-89697
5663,cash,344,OWGVf-22270
5664,cash,10,
5665,gift,369,
5666,card,421,
5667,mix,423,
5668,mix,130,
5669,gift,93,
5670,mix,285,IaOwP-67740
5671,mix,264,
5672,gift,476,
5673,mix,5,
5674,cash,327,FammG-66105
5675,cash,299,DoRwO-33544
5676,card,5,
5677,cash,438,
5678,card,169,
5679,card,204,QovQt-31950
5680,mix,128,axJmg-97721
5681,cash,345,PaPRU-47350
5682,gift,487,
5683,mix,455,nbORE-46185
5684,card,349,
5685,gift,124,
5686,gift,14,tUGcu-37660
5687,cash,144,
5688,mix,147,
5689,gift,496,
5690,cash,115,
5691,cash,133,
5692,mix,325,
5693,card,18,iRRJS-03573
5694,gift,443,aqNlw-08580
5695,cash,200,
5696,card,150,MYCJm-95053
5697,cash,111,RubwX-51205
5698,card,478,iBRyO-40891
5699,mix,374,
5700,cash,211,
5701,gift,483,MgMHM-54306
5702,gift,146,
5703,gift,406,
5704,gift,72,RGlmv-89773
5705,cash,100,qNPUj-61779
5706,mix,438,xaOxk-73911
5707,cash,325,GoEZM-46447
5708,card,225,xDhvT-75322
5709,mix,421,AzNxk-89654
5710,gift,10,xyONp-21805
5711,card,369,hblHC-14977
5712,mix,477,
5713,cash,362,
5714,mix,159,bmElG-31950
5715,cash,251,
5716,cash,19,
5717,mix,98,
5718,gift,322,mdHMG-62375
5719,cash,105,JKzyH-85908
5720,card,227,
5721,mix,318,
5722,cash,475,oLNKk-42794
5723,cash,200,
5724,cash,73,
5725,card,230,csvav-33040
5726,card,132,
5727,gift,400,BOgpS-29685
5728,cash,304,
5729,mix,20,StwoZ-88599
5730,card,457,qKNjb-54889
5731,gift,302,OIJeM-17315
5732,cash,97,TOMha-29226
5733,gift,442,
5734,mix,15,fVPIb-43741
5735,cash,6,ObpmT-86191
5736,mix,500,IOlKP-28101
5737,gift,341,
5738,gift,150,WjeQG-94840
5739,mix,226,yexbJ-00630
5740,cash,251,hgRPI-26745
5741,cash,338,
5742,gift,147,bdRYe-06073
5743,cash,309,YhAaB-98600
5744,card,164,tNWZJ-62415
5745,card,363,
5746,gift,437,
5747,cash,112,
5748,card,227,
5749,gift,316,
5750,cash,336,
5751,cash,68,
5752,cash,273,
5753,card,473,sbINk-27154
5754,mix,85,
5755,card,41,
5756,gift,434,
5757,gift,361,bWfVP-41925
5758,card,428,
5759,mix,431,
5760,card,89,uuARz-99351
5761,card,78,
5762,gift,256,hCRkg-82386
5763,gift,61,LenzE-30873
5764,card,265,rzLDV-49177
5765,card,32,
5766,card,176,
5767,gift,158,SFYvK-55016
5768,gift,178,
5769,gift,69,
5770,mix,437,
5771,mix,148,FaSFY-20431
5772,card,167,uHadP-73780
5773,card,337,
5774,card,430,EgAzR-34761
5775,gift,182,
5776,mix,450,
5777,mix,421,GahhG-79996
5778,card,378,
5779,card,200,
5780,card,153,
5781,gift,73,
5782,gift,292,
5783,gift,442,wcqIa-79843
5784,cash,124,XzxPA-54666
5785,card,54,crTHT-04258
5786,gift,391,
5787,mix,270,xdolZ-94096
5788,card,319,iBwwB-43858
5789,mix,491,vusrb-41329
5790,cash,494,
5791,gift,59,
5792,card,327,ZJtzC-42152
5793,gift,296,
5794,cash,484,
5795,mix,265,NIHWm-47222
5796,mix,79,
5797,cash,98,
5798,mix,119,FSjzA-44310
5799,card,8,JbNFU-14521
5800,cash,22,
5801,gift,235,
5802,card,175,FDhxE-34942
5803,gift,47,ApddR-59893
5804,card,145,HBSAU-03591
5805,card,476,wfkmM-23283
5806,mix,411,
5807,cash,105,
5808,gift,245,
5809,gift,30,eCvRN-44192
5810,cash,402,rACFx-21846
5811,mix,179,
5812,cash,231,
5813,cash,71,
5814,card,52,
5815,cash,401,CYSVs-64573
5816,card,132,
5817,gift,326,
5818,cash,316,yBMnL-07497
5819,card,192,
5820,cash,357,dTiRN-59172
5821,gift,77,oURin-16417
5822,mix,483,
5823,gift,446,
5824,mix,477,zphlE-28303
5825,gift,484,NssQU-90804
5826,cash,224,lwtMe-97235
5827,card,16,eaSHS-92554
5828,cash,357,zviKW-35662
5829,gift,499,dzhpo-30884
5830,card,396,pBAfF-63677
5831,cash,427,yvjMY-07499
5832,mix,461,CLdLN-82379
5833,gift,446,WNgnt-76230
5834,mix,172,
5835,cash,471,
5836,mix,97,aOwbj-69130
5837,card,349,ylxYR-49652
5838,card,101,
5839,mix,267,
5840,cash,230,gAuOk-55702
5841,gift,493,KNEwJ-33655
5842,cash,188,lUBtX-50761
5843,mix,134,cbqap-91456
5844,gift,50,
5845,cash,301,HbjIn-70575
5846,card,179,qTmXU-52848
5847,gift,15,
5848,gift,92,mqKes-92029
5849,card,62,
5850,mix,161,PzZPR-54711
5851,cash,8,
5852,cash,47,eGmDR-60892
5853,card,236,ZwxDn-99910
5854,cash,337,
5855,mix,183,
5856,card,212,
5857,mix,187,
5858,gift,368,AZiCR-90991
5859,card,403,
5860,card,248,
5861,mix,61,
5862,mix,244,
5863,gift,319,
5864,cash,484,
5865,cash,227,
5866,gift,286,ksacK-25741
5867,mix,111,pOAVO-02006
5868,mix,455,
5869,cash,160,PziHB-25817
5870,mix,205,
5871,gift,92,fzwuX-62224
5872,gift,364,EzDAN-94127
5873,gift,426,PrBaj-75159
5874,mix,13,
5875,gift,401,YpHOa-86381
5876,gift,427,
5877,cash,331,lbguS-11872
5878,card,491,PldIJ-29221
5879,cash,386,
5880,gift,447,
5881,mix,50,sScue-56083
5882,cash,141,gWvUt-34381
5883,card,449,
5884,cash,265,
5885,card,411,DylVy-20756
5886,gift,214,
5887,gift,74,XYkuo-84367
5888,mix,347,
5889,gift,471,
5890,mix,22,
5891,card,420,wDhZt-10299
5892,mix,196,rOPtN-78824
5893,gift,15,ZGBEX-04616
5894,mix,251,
5895,mix,345,
5896,cash,132,DlQqa-88869
5897,mix,188,CRrCZ-43699
5898,mix,406,ieyto-07077
5899,card,104,SWduB-56613
5900,gift,416,
5901,cash,337,sFFmm-77541
5902,gift,153,wsvmK-01700
5903,card,53,
5904,gift,441,rewuK-44267
5905,gift,474,rWGmu-21167
5906,mix,289,
5907,gift,372,
5908,gift,454,
5909,gift,359,qyyJF-90881
5910,mix,460,GRPDu-57875
5911,card,152,owAdI-69290
5912,card,336,
5913,card,345,GsGjV-03135
5914,card,468,kDpmv-76456
5915,mix,188,
5916,mix,228,
5917,card,467,LUFmb-21273
5918,cash,107,QXIHM-30535
5919,card,64,SGjKP-61075
5920,card,49,
5921,card,17,QYaot-32551
5922,gift,48,WOmYF-80529
5923,gift,358,
5924,mix,320,
5925,card,318,
5926,cash,120,
5927,mix,270,
5928,gift,12,
5929,mix,419,
5930,card,85,
5931,gift,375,PYzSy-28374
5932,mix,208,
5933,cash,165,
5934,mix,19,DpwNu-12916
5935,cash,256,
5936,mix,205,
5937,mix,260,rlwUM-51883
5938,gift,483,FaDKL-17924
5939,mix,385,ziuqy-08664
5940,mix,279,
5941,cash,297,FzvMb-52852
5942,mix,427,ARSpv-11450
5943,gift,442,LdOHx-31495
5944,mix,138,zagvc-84854
5945,gift,333,VHSzg-28467
5946,gift,221,xoodU-92335
5947,cash,117,GPTYh-86869
5948,gift,39,
5949,mix,143,XGrJz-65894
5950,gift,300,sZtod-27536
5951,cash,232,ulQJj-18418
5952,card,267,lMnvV-26299
5953,mix,22,KBzdf-26396
5954,gift,110,
5955,cash,273,oUIKk-32592
5956,card,452,
5957,card,158,ZVklS-21956
5958,cash,210,akFva-70823
5959,cash,469,QZLBu-13892
5960,card,466,OtyCr-65027
5961,mix,427,
5962,mix,127,
5963,cash,144,FLfUd-05639
